Quote
PROJECT DETAILS

ID:,,Creation Date:,
Dealer
Customer
DESIGN DETAILS

File name:,G:\Shared drives\JK Austin\20-20\Design\Sam's Design\USA Cabinet Express\Sylvia Gomez.kit
Reference:,Sold date:
Designer ID:,Delivery date:
Designer name:,Installation date:
Sort order:,Tall/Base/Wall
Print date:,7/19/2024,Page 1 / ,4
CATALOG JK-TXD_A_1

Supplier,J&K Cabinetry
Wall Door,Drawer Front
Tall Door,Drawer Pull
Base Door,E3 - Sage,Door Pull,No Charge
Door style,{E3} Sage
#,Qty,User code,Manuf. code,Description,{E3} Sage

Cabinets
1,1,B24,B24,Base w/2 Doors, 1 Drawer,514.08
2,1,B24,B24,Base w/2 Doors, 1 Drawer,514.08
3,1,B24,B24,Base w/2 Doors, 1 Drawer,514.08
4,1,LS3612-R,LS3612,Base Corner 90 Lazy Susan,1,015.92
5,1,B12-L,B12,Base w/1 Door, 1 Drawer,338.64
6,1,SB36,SB36,Sink Base,628.32
7,1,B15-L,B15,Base w/1 Door, 1 Drawer,387.60
8,1,SB36,SB36,Sink Base,628.32
9,1,B15-R,B15,Base w/1 Door, 1 Drawer,387.60
10,1,B18-R,B18,Base w/1 Door, 1 Drawer,416.16
11,1,B18-R,B18,Base w/1 Door, 1 Drawer,416.16
12,1,W362424,W362427,W362424 - Refrigerator Wall,579.36
13,1,W2442,W2442,Wall,424.32
14,1,W2442,W2442,Wall,424.32
15,1,W3642,W3642,Wall,595.68
16,1,WDC2442-R,WDC2442,Wall Diagonal,571.20
17,1,W2442,W2442,Wall,424.32
18,1,W2442,W2442,Wall,424.32
19,1,W2436,W2436,Wall,391.68
20,1,W2436,W2436,Wall,391.68
21,1,W2436,W2436,Wall,391.68
22,1,W2436,W2436,Wall,391.68
23,1,W2436,W2436,Wall,391.68
24,1,W2436,W2436,Wall,391.68
25,1,W3636,W3636,Wall,563.04
Print date:,7/19/2024,Page 2 / ,4
,{E3} Sage
#,Qty,User code,Manuf. code,Description
26,1,BF3,BF3,Base Filler,44.88
27,1,SM8,SM8,Tall Filler,24.48
28,1,SM8,SM8,Tall Filler,24.48
29,1,WF330,WF330,Wall Filler,28.56
30,1,WF336,WF336,Wall Filler,32.64
31,2,TK8,TK8,Toe Kick,65.28
Cabinets subtotal,12,337.92
Charges
*32,16,E3,E3 - Sage,0.00
Upcharges total,0.00
Charges total,0.00
Cabinets net total,12,337.92
Accessories
*33,25,NO CHARGE,ASSEMBLY,No Charge,0.00
Accessories net total,0.00
JK-TXD_A_1 Net Total,12,337.92
*: non-plan item
Print date:,7/19/2024,Page 3 / ,4
QUOTE SUMMARY

JK-TXD_A_1 Net total:,$12,337.92
Quote total:,$12,337.92
Quote net total:,$12,337.92
Volume:,128.00,Weight:,1,244.20
Print date:,7/19/2024,Page 4 / ,4
